##

🇨🇳｜历年春晚,#genre#	
WBRZ Weather Channel Baton Rouge LA,https://d2a6g6zgxepbwi.cloudfront.net/wbrz-edge/weather.stream_360p/playlist.m3u8
WCCA 194 Worcester MA (WCCA-TV) (480p),https://worcester.vod.castus.tv/live/ch1.m3u8
WKAQ-DT1 (Telemundo Puerto Rico),https://nbculocallive.akamaized.net/hls/live/2037499/puertorico/stream1/master.m3u8
World Harvest TV (360p),https://597865f6e4114.streamlock.net/live/leseaorigin.stream/playlist.m3u8
World Poker Tour (1080p) [Not 24/7],https://d3w4n3hhseniak.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/WPT-DistroTV/150.m3u8
World Poker Tour (1080p) [Not 24/7],https://dth07jsr8atug.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/WPT-Plex/171.m3u8
WPTV (540p) (Westport CT),https://securestream3.champds.com/hlssstc/WestportCTLIVE/WestportCTLIVE.m3u8
Xplore (1080p),https://xplore-plex.amagi.tv/playlist.m3u8
Xplore (1080p),https://xplore-roku.amagi.tv/playlist.m3u8
Xplore (1080p),http://xlpore-samsungus.amagi.tv/playlist.m3u8
Xplore (1080p),https://xplore-vizio.amagi.tv/playlist.m3u8
Xplore Reisen (720p) [Not 24/7],https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/1ecb875d-8be7-11eb-a7de-bacfe1f83627/0/master.m3u8?country=DE&optout=0&uid=749544ec3d9a45d48c600d03cac91dfd&vendor=philips
Yahoo! Finance (1080p),https://d1ewctnvcwvvvu.cloudfront.net/playlist.m3u8
Yahoo! Finance (1080p),https://yahoo-samsung.amagi.tv/playlist.m3u8
Young Hollywood (720p),https://younghollywood-rakuten-samsung.amagi.tv/playlist.m3u8
Young Hollywood (720p),https://younghollywood-tcl.amagi.tv/playlist.m3u8
Yuma77,https://securestream6.champds.com/hlssstc/YumaCoAZLIVE/master.m3u8


加拿大,#genre#
5AAB TV,https://playerstv-samsungca.amagi.tv/playlist.m3u8
Prime Asia TV,http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8
Sardari TV,https://qvmstream.tulix.tv/720p/720p/playlist.m3u8
Tele Quebec,http://212.98.171.116/HLS/ctvby/playlist.m3u8
TheShoppingChannel,http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8
TVO,https://live.streams.ovh/NetvToronto/NetvToronto/playlist.m3u8
Degrassi The Next Generation (Canada) (720p),http://dhx-degrassi-2-ca.samsung.wurl.tv/playlist.m3u8
Heartland,https://d76toswjmqqzm.cloudfront.net/playlist.m3u8
Insight TV (720p),https://insighttv-samsung-canada.amagi.tv/playlist.m3u8
InWonder (720p),https://inwonder-samsung-canada.amagi.tv/playlist.m3u8
Players TV (1080p),https://playerstv-samsungca.amagi.tv/playlist.m3u8
Baywatch,https://d22ljxpuae2sin.cloudfront.net/playlist.m3u8
The Jack Hannah Channel,https://littonjackhannah-samsungca.amagi.tv/playlist.m3u8
Stingray Classic Rock (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/101/master.m3u8
Stingray Flashback 70s (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/115/master.m3u8
Stingray Greatest Hits (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/155/master.m3u8
Stingray Hit List (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/107/master.m3u8
Stingray Hot Country (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/108/master.m3u8
Stingray Pop Adult (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/104/master.m3u8
Stingray Rock Alternative (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/102/master.m3u8
Stingray Soul Storm (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/134/master.m3u8
Stingray Today's Latin Pop (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/190/master.m3u8
Stingray Urban Beat (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/133/master.m3u8
Stingray Everything 80s (1080p),https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/128/master.m3u8
Amazing Discoveries TV (720p),https://uni01rtmp.tulix.tv/amazingdtv/amazingdtv/playlist.m3u8
Ici Radio-Canada Télé (720p),https://rcavlive.akamaized.net/hls/live/696615/xcancbft/master.m3u8
ICI Montreal (720p),https://amdici.akamaized.net/hls/live/873426/ICI-Live-Stream/master.m3u8
CHCO,https://temp3.isilive.ca/live/CHCOTV/live/chunklist.m3u8
Télé-Québec (720p),https://bcovlive-a.akamaihd.net/575d86160eb143458d51f7ab187a4e68/us-east-1/6101674910001/playlist.m3u8
CPAC (720p),https://d7z3qjdsxbwoq.cloudfront.net/groupa/live/f9809cea-1e07-47cd-a94d-2ddd3e1351db/live.isml/.m3u8
DesheBideshe TV (720p),https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/deshebideshe.stream/playlist.m3u8
Eawaz TV (720p) [Not 24/7],https://streamer12.vdn.dstreamone.net/saazoawaz/saazoawaz/playlist.m3u8
Fight Network (1080p),https://d12a2vxqkkh1bo.cloudfront.net/hls/main.m3u8
ICI RDI (720p),https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
IIPC TV (480p) [Geo-blocked],https://uni10rtmp.tulix.tv/iipctv/iipctv.smil/playlist.m3u8
Nunavut Legislative Assembly,https://temp6.isilive.ca/live/nunavut/live-flo/index.m3u8
Montreal Greek TV (480p),http://live.greektv.ca/hls1/greektv.m3u8
NACTV (720p) [Not 24/7],http://stream.pivotalelements.com/nactv/stream.m3u8
NETV Toronto (720p) [Not 24/7],https://live.streams.ovh/NetvToronto/NetvToronto/playlist.m3u8
Ontario Parliamentary Network (720p),http://origin-http-delivery.isilive.ca/live/_definst_/ontla/house-en/playlist.m3u8
Quo Vadis Ministry TV (720p),https://qvmstream.tulix.tv/720p/720p/playlist.m3u8
Salt + Light Television (1080p),https://zm6gdaxeyn93-hls-live.5centscdn.com/slworld/d65ce2bdd03471fde0a1dc5e01d793bb.sdp/index.m3u8
TAG TV (1080p) [Not 24/7],http://cdn11.live247stream.com/tag/tv/playlist.m3u8
Today's Shopping Choice (TSC) (720p),https://tscamd.akamaized.net/hls/live/503340/TSCLive/master.m3u8
Uvagut TV (1080p),http://dee7mwgg9dzvl.cloudfront.net/hls/uvagut/playlist.m3u8
VBS (480p) [Not 24/7],https://uni6rtmp.tulix.tv/vbstv/vbsabr.smil/playlist.m3u8
WCGtv Public (720p),https://wowzastream.westmancom.com/wcgtvlive/wcgtvPSA.stream/master.m3u8
Azstar TV (1080p) [Not 24/7],http://live.livestreamtv.ca/azstar/smil:azstar.smil/playlist.m3u8
BNN Bloomberg,https://pe-ak-lp01a-9c9media.akamaized.net/live/News1BNNDigi/p/dash/00000001/1bba52dc66e4c68e/manifest.mpd
Ontario Parliamentary Network (FR) (720p),http://origin-http-delivery.isilive.ca/live/_definst_/ontla/house-fr/playlist.m3u8
WATAN-E-MAA,https://5caf24a595d94.streamlock.net:1937/8132/8132/playlist.m3u8

澳大利亚,#genre#
Fuel TV (720p),https://fueltv-fueltv-1-au.samsung.wurl.com/manifest/playlist.m3u8
Horse and Country (720p),https://hncfree-samsungau.amagi.tv/playlist.m3u8
Insight TV (720p),https://insighttv-samsungau.amagi.tv/playlist.m3u8
InTrouble (1080p),https://introuble-samsungau.amagi.tv/playlist.m3u8
InWild (720p),https://inwild-samsungau.amagi.tv/playlist.m3u8
InWonder (720p),https://inwonder-samsungau.amagi.tv/playlist.m3u8
Real Families (Australia) (720p),https://lds-realfamilies-samsunguau.amagi.tv/playlist.m3u8
Real Stories (720p),https://lds-realstories-samsungau.amagi.tv/playlist.m3u8
Smithsonian Channel Asia (1080p),https://smithsonianaus-samsungau.amagi.tv/playlist.m3u8
Tastemade Australia (1080p),https://tmint-aus-samsungau.amagi.tv/playlist.m3u8
Time Line Australia (720p),https://lds-timeline-samsungau.amagi.tv/playlist.m3u8
Trace Sport Stars (Australia) (1080p),https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8
Trace Urban (Australia) (1080p),https://lightning-traceurban-samsungau.amagi.tv/playlist.m3u8
Wonder (720p),https://lds-wonder-samsungau.amagi.tv/playlist.m3u8
Euronews English (720p),https://euronews-euronews-world-1-au.samsung.wurl.com/manifest/playlist.m3u8

新西兰,#genre#
Breeze TV (720p),https://livestreamdirect-breezetv.mediaworks.nz/breezetv.m3u8
Firstlight (576p),https://uni01rtmp.tulix.tv/firstlight/firstlight.smil/playlist.m3u8
Juice TV (1080p) [Not 24/7],https://juicex.nz/hls/mystream.m3u8
Kordia TV (1080p),https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
The Edge (720p),https://livestreamdirect-edgetv.mediaworks.nz/edgetv.m3u8
Action Hollywood Movies,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-actionhollywood-samsungnz/playlist.m3u8
Ausbiz TV,https://ausbiztv-ausbiz-1-nz.samsung.wurl.tv/playlist.m3u8
Bite,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01478-parademediagrou-bitenz-samsungnz/playlist.m3u8
Bloomberg Quicktake,https://bloomberg-quicktake-4-nz.samsung.wurl.tv/playlist.m3u8
Bloomberg TV,https://bloomberg-bloomberg-2-nz.samsung.wurl.tv/playlist.m3u8
Bounty,https://bountyfilms-bounty-1-nz.samsung.wurl.tv/playlist.m3u8
CineView,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-rialto-samsungnz/playlist.m3u8
Clubbing TV,https://clubbingtv-samsungnz.amagi.tv/playlist.m3u8
Drybar Comedy,https://drybar-drybarcomedy-1-nz.samsung.wurl.tv/playlist.m3u8
Dust,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00219-gunpowdersky-dustintlnz-samsungnz/playlist.m3u8
EuroNews,https://euronews-euronews-world-1-nz.samsung.wurl.tv/playlist.m3u8
GB News,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-gbnewsnz-samsungnz/playlist.m3u8
Gusto TV,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01077-gustoworldwidem-gustotvnz-samsungnz/playlist.m3u8
Horse and Country Free,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00810-horsecountrytvl-hncfreenz-samsungnz/playlist.m3u8
Insight TV,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00861-terninternation-insighttvrow-samsungnz/playlist.m3u8
Introuble,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00861-terninternation-introublenz-samsungnz/playlist.m3u8
InWonder,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00861-terninternation-inwondernz-samsungnz/playlist.m3u8
Love Stories TV,https://lovestoriestv-lovestoriestv-1-nz.samsung.wurl.tv/playlist.m3u8
Magellen TV,https://magellantv-3-nz.samsung.wurl.tv/playlist.m3u8
Mav TV Motorsports Network,https://mavtv-mavtvglobal-1-nz.samsung.wurl.tv/playlist.m3u8
Mtrspt 1,https://kravemedia-mtrspt1-1-nz.samsung.wurl.tv/playlist.m3u8
Nosey,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00514-noseybaxterllc-noseyintlnz-samsungnz/playlist.m3u8
Now 70's,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
Now 80's,https://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8
Now 90's,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
Outdoor Channel,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00718-outdoorchannela-outdoortvnz-samsungnz/playlist.m3u8
Pet Club TV,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-petclub-samsungnz/playlist.m3u8
Pulse TV,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-pulse-samsungnz/playlist.m3u8
Real Crime,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00426-littledotstudio-realcrimebetanz-samsungnz/playlist.m3u8
Real Life,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00426-littledotstudio-reallifenz-samsungnz/playlist.m3u8
Real Stories,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00426-littledotstudio-realstoriesnz-samsungnz/playlist.m3u8
Real Wild,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00426-littledotstudio-realwildnz-samsungnz/playlist.m3u8
Revry,https://revry-revry-3-nz.samsung.wurl.tv/playlist.m3u8
Smithsonian Channel,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01553-blueantmediaasi-smithsoniannz-samsungnz/playlist.m3u8
Tastemade International,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00047-tastemade-tmintlaus-samsungnz/playlist.m3u8
The Design Network,https://thedesignnetwork-tdn-1-nz.samsung.wurl.tv/playlist.m3u8
Timeline,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00426-littledotstudio-timelinenz-samsungnz/playlist.m3u8
Trace Sports Stars,https://trace-sportstars-samsungnz.amagi.tv/playlist.m3u8
Trace Urban,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-traceurban-samsungnz/playlist.m3u8
Travel XP,https://travelxp-travelxp-1-nz.samsung.wurl.tv/playlist.m3u8
True Crime Now,https://alliantcontent-truecrimenow-3-nz.samsung.wurl.tv/playlist.m3u8
Wonder,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00426-littledotstudio-wondernz-samsungnz/playlist.m3u8

巴西,#genre#
SBT,https://evpp.mm.uol.com.br/ne10/ne10.smil/chunklist.m3u8?checkedby:iptvcat.com
SBT,https://evpp.mm.uol.com.br/ne10/ne10.smil/chunklist_w654628617_b216000_sleng.m3u8?checkedby:iptvcat.com
SBT ALTEROSA,http://168.205.87.198:8555/live/1221/123456/104.ts?checkedby:iptvcat.com
SBT ALTEROSA,http://168.205.87.198:8555/live/michele/123456/104.ts?checkedby:iptvcat.com
Rede Minas,https://v4-slbps-sambavideos.akamaized.net/live/3282,8114,ec4b5a296d97fa99bf990662f5b4f8e1;base64np;Mc8VDxqNjXKCAf8!/amlst:Mc_tFgfGiHOdQXPB/chunklist_.m3u8
Futura (540p) [Not 24/7],https://tv.unisc.br/hls/test.m3u8
Tastemade Brasil (1080p),https://tastemade-pt16intl-samsungbrazil.amagi.tv/playlist.m3u8
TV Gideoes (1080p) [Not 24/7],https://streaming01.zas.media/gideoes/programacao/playlist.m3u8
TV ALMG (720p),https://streaming.almg.gov.br/live/tvalmg.m3u8
TV Câmara 2 (1080p) [Not 24/7],https://stream3.camara.gov.br/tv2/manifest.m3u8
TV Câmara (1080p),https://stream3.camara.gov.br/tv1/manifest.m3u8
Canal 25 Jundiaí (404p) [Not 24/7],https://stream01.msolutionbrasil.com.br/hls/canal25/live.m3u8
Nuevo Tiempo (720p) [Not 24/7],https://stream.live.novotempo.com/tv/smil:tvnuevotiempo.smil/playlist.m3u8
Novo Tempo (720p),https://stream.live.novotempo.com/tv/smil:tvnovotempo.smil/playlist.m3u8
Gospel Movie TV (360p),https://stmv1.srvif.com/gospelf/gospelf/playlist.m3u8
Anime TV (360p) [Not 24/7],https://stmv1.srvif.com/animetv/animetv/playlist.m3u8
Ghost TV (712p) [Not 24/7],https://stmv.video.expressolider.com.br/ghostv/ghostv/playlist.m3u8
TV Mon (720p),https://srv1.zcast.com.br/tvmon/tvmon/playlist.m3u8
KpopTV Play (720p) [Not 24/7],https://srv1.zcast.com.br/kpoptv/kpoptv/playlist.m3u8
SESC TV (1080p),https://slbps-ml-sambatech.akamaized.net/samba-live/2472/7424/8a00fe7cc36ac263b2c3e9324497d5ff/video/621b6f2c-2dc6-41f1-9302-f9583c96ee31_index.m3u8
AgroBrasil TV (720p) [Not 24/7],https://server.flixtv.com.br/agrobrasiltv/agrobrasiltv/playlist.m3u8
TV Santa Cruz (720p) [Not 24/7],https://rtmp.info/tvsantacruz/envivo/playlist.m3u8
TV Mackenzie (480p) [Not 24/7],https://player.internetaovivo.com:8443/live_tvmackenzieabr/tvmackenzieabr/playlist.m3u8
CBTV Now (1080p),https://oj7lng29dg82-hls-live.5centscdn.com/lives/f7b44cfafd5c52223d5498196c8a2e7b.sdp/index.m3u8
Jovem Pan News (1080p) [Not 24/7],https://d6yfbj4xxtrod.cloudfront.net/out/v1/7836eb391ec24452b149f3dc6df15bbd/index.m3u8
SBT Rede Massa (720p) [Not 24/7],https://cdn-cdn-iguacu.ciclano.io:1443/cdn-iguacu/cdn-iguacu/playlist.m3u8
TV Aberta (1080p) [Not 24/7],https://cdn-canalpaulo.ciclano.io:1443/canalpaulo/canalpaulo/playlist.m3u8
TV Aparecida (1080p) [Not 24/7],https://cdn.jmvstream.com/w/LVW-9716/LVW9716_HbtQtezcaw/playlist.m3u8
Boas Novas (720p),https://cdn.jmvstream.com/w/LVW-9375/LVW9375_6i0wPBCHYc/playlist.m3u8
TV Camara de Sao Paulo (720p) [Not 24/7],https://cdn.jmvstream.com/w/LVW-8711/ngrp:LVW8711_tG0F3TEBDL_all/playlist.m3u8
1001 Noites (720p) [Not 24/7],https://cdn.jmvstream.com/w/LVW-8155/ngrp:LVW8155_41E1ciuCvO_all/playlist.m3u8
Rede Século 21 (1080p) [Not 24/7],https://cdn.jmvstream.com/w/LVW-10024/ngrp:LVW10024_H3QLdAY6kx_all/playlist.m3u8
Canal Saúde (360p) [Not 24/7],https://arkyvbre1g.zoeweb.tv/fiocruz/fiocruz/playlist.m3u8
MyTime movie network Brazil (720p),https://appletree-mytime-samsungbrazil.amagi.tv/playlist.m3u8
TV Evangelizar (480p),https://5f593df7851db.streamlock.net/evangelizar/tv/playlist.m3u8
All Sports (720p),https://5cf4a2c2512a2.streamlock.net/dgrau/dgrau/playlist.m3u8
Rede Família (720p) [Not 24/7],https://5a1c76baf08c0.streamlock.net/familia/smil:familia.smil/playlist.m3u8
TVídeoNews (720p) [Not 24/7],https://59f2354c05961.streamlock.net:1443/tvideonews/_definst_/tvideonews/chunklist.m3u8
Rede TV! Pampa (720p) [Not 24/7],https://59f1cbe63db89.streamlock.net:1443/tvpampa/tvpampa/playlist.m3u8
TV Max,https://59f1cbe63db89.streamlock.net:1443/tvmax/tvmax/playlist.m3u8
TV Cidade Canal 9 (720p) [Not 24/7],https://59f1cbe63db89.streamlock.net:1443/tvcidade/tvcidade/playlist.m3u8
TV Pai Eterno (480p) [Not 24/7],https://59f1cbe63db89.streamlock.net:1443/teste01/teste01/playlist.m3u8
TV Pai Eterno,https://59f1cbe63db89.streamlock.net:1443/teste01/_definst_/teste01/chunklist.m3u8
RedeTV! Tocantins (720p) [Not 24/7],https://59f1cbe63db89.streamlock.net:1443/redetvro/redetvro/playlist.m3u8
TV União (720p) [Not 24/7],https://596639ebdd89b.streamlock.net/tvuniao/tvuniao/playlist.m3u8
TV Verdes Campos (360p) [Not 24/7],https://596639ebdd89b.streamlock.net/8124/8124/playlist.m3u8
COM Brasil (720p) [Not 24/7],https://596639ebdd89b.streamlock.net/8032/8032/playlist.m3u8
Nova Era TV (1080p) [Not 24/7],http://wz3.dnip.com.br:1935/novaeratv/novaeratv.sdp/live.m3u8
TVN Brasil (720p) [Not 24/7],http://wz3.dnip.com.br/tvnbrasil/tvnbrasil.sdp/playlist.m3u8
Rede RC (720p) [Not 24/7],http://tv02.logicahost.com.br:1935/rederc/rederc/live.m3u8
TV Destak (360p),http://tv02.logicahost.com.br:1935/pascoal/pascoal/live.m3u8
TV Sol Comunidade (480p) [Not 24/7],http://streaming03.zas.media:1935/tvsol/tvsol/playlist.m3u8
Rede Mão Amiga (480p) [Not 24/7],http://streaming03.zas.media:1935/redemaoamiga/redemaoamiga/live.m3u8
Novo Tempo (480p),http://stream.novotempo.com:1935/tv/tvnovotempo.smil/live.m3u8
TV Poços (192p) [Not 24/7],http://rtmp.cdn.upx.net.br/00084/myStream.sdp/playlist.m3u8
Rede Brasil de Comunicação (720p) [Not 24/7],http://rbc.directradios.com:1935/rbc/rbc/live.m3u8
TV Diário do Sertão (720p),http://painelvj.com.br:1935/pdsertaotv/pdsertaotv.sdp/playlist.m3u8
TELE CINE ACTION (720p),http://painelvj.com.br/tvaguaboa2/tvaguaboa2.sdp/playlist.m3u8
Terra Viva (720p) [Not 24/7],http://evpp.mm.uol.com.br:1935/band_live/terraviva/playlist.m3u8

阿根廷,#genre#
5TV (Corrientes) (480p) [Not 24/7],http://www.coninfo.net:1935/tvcinco/live1/playlist.m3u8
13Max Televisión (1080p),http://coninfo.net:1935/13maxhd/live13maxtvnuevo/playlist.m3u8
13Max Televisión (720p),http://coninfo.net:1935/13maxhd/live13maxtvnuevo_720p/playlist.m3u8
24/7 Canal de Noticias (720p),https://panel.dattalive.com/6605140/6605140/playlist.m3u8
Aire de Santa Fe,https://sc1.stweb.tv/airedigital/live/playlist.m3u8
Argentinísima Satelital (720p),http://186.0.233.76:1935/Argentinisima/smil:argentinisima.smil/playlist.m3u8
Bayres TV,https://streaming02.gbasat.com.ar:19360/bayrestv/bayrestv.m3u8
Beats Radio,https://59537faa0729a.streamlock.net/beatsradio/beatsradio/playlist.m3u8
BVC (720p),https://vivo.solumedia.com:19360/bvconline/bvconline.m3u8
Cadena VIVO (720p),https://videostream.shockmedia.com.ar:19360/tvnoficial/tvnoficial.m3u8
Canal 2 Perico (480p),https://streamcasthd.com:1936/tecnovisioncanal2tv/tecnovisioncanal2tv/playlist.m3u8
Canal 2 (Salta),https://vivo.solumedia.com:19360/tv2salta/tv2salta.m3u8
Canal 2 (Sanagasta),https://stmvideo1.livecastv.com/canal2/canal2/playlist.m3u8
Canal 3 Las Heras (720p),https://stream.arcast.com.ar/canal3/canal3/playlist.m3u8
Canal 4 Eldorado (720p),https://stream.arcast.com.ar/canal4eldorado/canal4eldorado/playlist.m3u8
Canal 4 Esquel (720p),https://stream.arcast.com.ar/canal4esquel/canal4esquel/playlist.m3u8
Canal 4 Jujuy (720p),http://190.52.32.13:1935/canal4/smil:manifest.smil/playlist.m3u8
Canal 5 (Pico Truncado),https://stream.arcast.com.ar/canal5picotruncado/canal5picotruncado/playlist.m3u8
Canal 6 (Mar de Plata),https://59537faa0729a.streamlock.net/canal6mdp/canal6mdp/playlist.m3u8
Canal 6 (Moreno),https://stream.arcast.com.ar/canal6moreno/canal6moreno/playlist.m3u8
Canal 6 (Posadas),https://iptv.ixfo.com.ar:30443/live/c6digital/playlist.m3u8
Canal 7 (Jujuy),https://stream.arcast.live/canal7jujuy/ngrp:canal7jujuy_all/playlist.m3u8
Canal 9 Litoral,https://stream.arcast.live/ahora/ahora/playlist.m3u8
CANAL.9 MULTIVISION (720p) [Not 24/7],https://panel.dattalive.com/8250/8250/playlist.m3u8
Canal 9 Resistencia (1080p),http://201.217.245.41:8081/testmelucas/canal9/playlist.m3u8
Canal 9 Televida (720p) [Not 24/7],https://5b3050bb1b2d8.streamlock.net/viviloendirecto2/canal9/playlist.m3u8
Canal 10 Córdoba (1080p),https://stream.arcast.live/canal10/ngrp:canal10_all/playlist.m3u8
Canal 10 Neuquén (480p),https://stmv1.srvstm.com/tv10/tv10/playlist.m3u8
Canal 10 San Rafael (480p),https://streamcasthd.com:1936/tvdiez/tvdiez/playlist.m3u8
Canal 10 Rio Negro (720p) [Not 24/7],http://panel.dattalive.com:1935/8204/8204/playlist.m3u8
Canal 10 Rio Negro,https://panel.dattalive.com/8204/8204/playlist.m3u8
Canal 11 de la Costa (720p),https://vivo.solumedia.com:19360/dadaproductora/dadaproductora.m3u8
Canal 11 La Rioja (Fénix Multiplataforma) (360p),http://stmv4.questreaming.com/fenixlarioja/fenixlarioja/playlist.m3u8
Canal 12 Puerto Madryn (720p) [Not 24/7],https://5f700d5b2c46f.streamlock.net/madryntv/madryntv/playlist.m3u8
Canal 13 La Rioja (480p),http://arcast.net:1935/mp/mp/playlist.m3u8
Canal 13 San Luis,https://stream.arcast.live/sanluistv/ngrp:sanluistv_all/playlist.m3u8
C20 Canal 20 Villa María (720p),https://cronos.aldeaglobal.net.ar/hls/canal20.m3u8
Canal 22,https://5f700d5b2c46f.streamlock.net/canal22/canal22/playlist.m3u8
Canal 26 (720p),http://200.115.193.177/live/26hd-720/playlist.m3u8
Canal 34 San Juan (720p),http://streamyes.alsolnet.com/canal34hd/live/playlist.m3u8
Canal 907 FM,https://panel.dattalive.com/canal907/canal907/playlist.m3u8
Canal Antigua (1080p),https://streannlivefeedlatino.cachefly.net/feedlatino1/feedlatino1/playlist.m3u8
Canal Blu (720p),https://59537faa0729a.streamlock.net/radioblu/radioblu/playlist.m3u8
Canal Coop,https://panel.dattalive.com/8138/8138/playlist.m3u8
Canal Provincial (360p),https://streaming.telered.com.ar/provincial/streaming/mystream.m3u8
Canal Santa María (360p),https://streaming.telered.com.ar/santa-maria/streaming/mystream.m3u8
CANAL TDC (1080p) [Not 24/7],https://5e7cdf2370883.streamlock.net/tdconline/tdconline/playlist.m3u8
Canal U,https://stream.arcast.live/canalu/canalu/playlist.m3u8
Canal XFN,https://streamconex.com:1936/canalxfn/canalxfn/playlist.m3u8
Catamarca TV [Not 24/7],https://stream.arcast.com.ar/canal7catamarca/ngrp:canal7catamarca_all/playlist.m3u8
Celta TV,https://vivo.solumedia.com:19360/celta/celta.m3u8
Chacra TV (480p) [Not 24/7],https://s8.stweb.tv/chacra/live/playlist.m3u8
Chilecito TV,https://vivo.solumedia.com:19360/grupoemail/grupoemail.m3u8
Cinco TV (480p) [Not 24/7],https://59537faa0729a.streamlock.net/cincotv/cincotv/playlist.m3u8
CL3 Cablevision,https://videostream.shockmedia.com.ar:1936/cl3cable/cl3cable/playlist.m3u8
CPEtv,https://stream.arcast.live/cpe/ngrp:cpe_all/playlist.m3u8
Crossing TV (Crossing Contenidos) (720p) [Not 24/7],https://vivo.solumedia.com:19360/crossing/crossing.m3u8
El Histonauta TV [Not 24/7],https://stmv1.voxtvhd.com.br/elhistonauta/elhistonauta/playlist.m3u8
GenTV (720p) [Not 24/7],https://inliveserver.com:1936/14056/14056/playlist.m3u8
Ingenio FM,https://panel.dattalive.com/8064/8064/playlist.m3u8
Litus TV,https://stream.arcast.com.ar/litustv/ngrp:litustv_all/playlist.m3u8
Más FM 95.9 (720p),https://vivo.solumedia.com:19360/masfm/masfm.m3u8
Milenium TV,https://video.alfasocialmedia.com.ar:3396/live/milleniumtvlive.m3u8
Mirador,https://5fb24b460df87.streamlock.net/live-cont.ar/mirador/playlist.m3u8
Multivisión Federal (720p) [Not 24/7],http://panel.dattalive.com:1935/8250/8250/playlist.m3u8
MusicTop (720p),http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/playlist.m3u8
Neo TV,https://videostream.shockmedia.com.ar:19360/neotvdigital/neotvdigital.m3u8
NET TV (720p),https://unlimited1-us.dps.live/nettv/nettv.smil/playlist.m3u8
Net TV (720p),https://unlimited6-cl.dps.live/nettv/nettv.smil/playlist.m3u8
